"ltv","gender","max_cover","count_cover","count_res","av_res","visits","portal","cardtype","experiencelevel","careerfield"
37.9,"Blank",1197,1,4,746,3,"3","Visa","Entry Level","Administrative Support"
2.95,"Blank",3176,13,3,3442,4,"17","Visa","Experienced","Accounting and Finance"
41.75,"Blank",2187,4,7,3897,7,"3","Visa","Experienced","Transportation and Distribution"
38.75,"Blank",2844,1,4,1343,1,"3","Visa","Experienced","Skilled Trades"
1.95,"Blank",2186,5,4,1098,4,"3","Visa","Entry Level","Education and Training"
73.85,"Blank",7058,15,12,6051,2,"3","Mastercard","Manager","Sales"
1.95,"Blank",2185,1,2,1660,4,"3","Visa","Experienced","Nursing"
217.75,"Blank",1669,1,4,2289,4,"16","Visa","Experienced","Science"
2.95,"Blank",2269,6,4,2069,10,"15","Visa","Experienced","Customer Service"
42.98,"Blank",2192,8,10,1639,21,"3","Visa","Manager","Food and Beverage"
1.95,"Blank",1959,1,4,1094,5,"5","Visa","Experienced","Manufacturing and Production"
2.95,"Blank",1595,2,5,1065,1,"14","Mastercard","Experienced","Installation and Maintenance"
1.95,"Blank",1522,1,1,2295,1,"3","Visa","Student","Business"
38.75,"Blank",2723,2,1,2979,4,"16","Visa","Entry Level","Retail"
1.95,"F",2199,2,21,1082,29,"3","Mastercard","Experienced","Beauty and Spa"
36.9,"F",1297,2,3,3789,6,"3","Mastercard","Manager","Human Resources"
123.6,"Blank",2157,1,7,1357,2,"9","Visa","Entry Level","Retail"
2.95,"Blank",1486,1,2,2226,3,"3","Visa","Experienced","Education and Training"
75.8,"Blank",2216,4,6,2062,3,"12","Visa","Entry Level","Social Sciences"
2.95,"Blank",1115,1,8,856,5,"3","Visa","Experienced","Administrative Support"
2.95,"Blank",1991,3,13,2260,18,"16","Mastercard","Experienced","Personal Services"
5.9,"M",2191,6,7,2285,11,"3","Mastercard","Manager","Travel and Hospitality"
1.95,"Blank",1559,2,3,2390,3,"3","Mastercard","Manager","Business"
139.8,"Blank",1305,1,5,1570,3,"3","Mastercard","Experienced","Nursing"
72.85,"Blank",1559,3,10,4880,2,"3","Visa","Entry Level","Management"
69.9,"Blank",0,2,3,1400,13,"3","Visa","Experienced","Nursing"
1.95,"Blank",1554,2,5,1798,2,"3","Visa","Manager","Healthcare"
1.95,"Blank",2649,3,3,2654,4,"3","Visa","Experienced","Healthcare"
41.75,"Blank",2185,2,1,2292,1,"3","Visa","Manager","Military"
2.95,"F",2283,4,4,1723,2,"3","American Express","Manager","Nursing"
2.95,"Blank",2195,1,2,1332,4,"3","Visa","Entry Level","Insurance"
2.95,"Blank",2180,2,5,4362,5,"3","Mastercard","Experienced","Science"
3.95,"Blank",2786,1,4,2184,2,"16","Mastercard","Experienced","Customer Service"
81.55,"Blank",2196,8,5,1911,6,"3","Visa","Experienced","Customer Service"
72.85,"Blank",2188,3,5,1764,4,"3","Visa","Experienced","Healthcare"
0.95,"Blank",3104,3,2,3228,6,"16","Mastercard","Manager","Management"
212.65,"M",2029,3,13,1884,29,"3","Visa","Entry Level","Healthcare"
1.95,"Blank",1651,1,2,1373,2,"3","Visa","Experienced","Banking and Financial Services"
2.95,"Blank",1612,2,2,1767,3,"7","Visa","Experienced","Transportation and Distribution"
3.9,"Blank",2192,6,4,2774,5,"3","Mastercard","Experienced","Community and Public Service"
3.95,"Blank",1884,1,9,2439,3,"9","Visa","Experienced","Personal Services"
3.95,"Blank",2192,7,5,1926,1,"3","Visa","Student","Food and Beverage"
42.75,"Blank",2000,1,2,2159,3,"16","Visa","Experienced","Art, Fashion and Design"
142.75,"Blank",2342,3,5,1101,4,"3","Visa","Student","Administrative Support"
201.95,"Blank",2427,2,3,6306,5,"16","Visa","Experienced","Sales"
451.45,"Blank",2220,3,16,2626,64,"3","Visa","Manager","Healthcare"
45.85,"Blank",2838,3,16,2055,2,"3","Mastercard","Experienced","Healthcare"
41.75,"Blank",2134,1,3,946,9,"3","Visa","Manager","Manufacturing and Production"
110.35,"Blank",1216,1,1,4728,2,"16","Visa","Experienced","Installation and Maintenance"
1.95,"Blank",2141,2,5,1035,15,"3","Visa","Experienced","Healthcare"
181.95,"Blank",3068,4,19,8113,9,"3","Visa","Executive","Management"
39.9,"Blank",1501,2,2,4047,33,"3","Mastercard","Student","Education and Training"
37.9,"Blank",1613,1,37,2704,46,"3","Mastercard","Experienced","Military"
1.95,"Blank",2194,1,2,1361,3,"3","Mastercard","Entry Level","Engineering"
1.95,"Blank",2516,2,4,5434,1,"3","Visa","Executive","Human Resources"
249.6,"Blank",0,1,6,986,2,"3","Visa","Experienced","Beauty and Spa"
1.95,"Blank",2104,3,3,2957,5,"3","Visa","Executive","Engineering"
351.45,"Blank",1214,1,2,2166,3,"3","Visa","Student","Art, Fashion and Design"
2.95,"Blank",2641,1,3,2085,8,"3","Visa","Student","Construction"
41.75,"Blank",10077,14,21,9377,2,"3","Mastercard","Executive","Accounting and Finance"
37.9,"Blank",684,1,2,2500,13,"3","Visa","Experienced","Food and Beverage"
41.75,"Blank",2216,1,6,1554,2,"3","Visa","Experienced","Manufacturing and Production"
104.85,"Blank",1810,2,4,2369,3,"3","Visa","Entry Level","Library"
108.65,"Blank",3051,4,3,4227,2,"3","Visa","Experienced","Healthcare"
84.85,"M",2068,2,2,2793,9,"3","Visa","Experienced","Customer Service"
247.6,"F",2196,15,22,1744,69,"3","Mastercard","Manager","Entertainment and Media"
1.95,"Blank",1303,1,3,2034,9,"3","Visa","Experienced","Nursing"
1.95,"Blank",1244,1,3,1261,5,"3","Mastercard","Student","Law Enforcement and Security"
2.95,"Blank",2253,3,1,6538,6,"20","Visa","Experienced","Art, Fashion and Design"
2.95,"Blank",2188,3,7,1854,13,"3","Visa","Manager","Management"
177.7,"Blank",1562,1,2,3521,1,"3","Visa","Experienced","Transportation and Distribution"
161.15,"Blank",1564,1,1,2496,10,"3","Visa","Experienced","Entertainment and Media"
280.55,"Blank",2556,13,3,3062,13,"3","Mastercard","Entry Level","Accounting and Finance"
2.95,"Blank",1816,1,2,1212,1,"16","Visa","Experienced","Nursing"
2.95,"Blank",2616,2,6,3707,4,"3","Visa","Experienced","Government"
2.95,"F",2204,2,1,3494,9,"3","Visa","Experienced","Manufacturing and Production"
1.95,"F",1820,1,1,3139,1,"3","Visa","Experienced","Travel and Hospitality"
1.95,"Blank",1270,1,1,2629,4,"3","Discover","Student","Accounting and Finance"
2.95,"Blank",2186,5,8,1908,8,"3","Visa","Experienced","Healthcare"
41.75,"Blank",2195,2,6,2622,2,"16","Visa","Student","Food and Beverage"
104.85,"F",1823,6,16,1606,6,"3","Visa","Entry Level","Customer Service"
81.55,"Blank",1626,8,3,2458,1,"3","Visa","Entry Level","Marketing, Advertising and PR"
73.85,"Blank",1962,1,5,2271,17,"3","Visa","Manager","Sales"
3.95,"Blank",2178,1,6,1847,5,"3","Visa","Experienced","Healthcare"
1.95,"Blank",2833,5,5,1457,5,"3","Visa","Experienced","Education and Training"
37.9,"Blank",2346,1,3,3238,1,"3","Visa","Experienced","Food and Beverage"
2.95,"Blank",2205,2,3,2705,1,"3","Mastercard","Manager","Construction"
95.4,"F",1488,1,2,4542,4,"3","Mastercard","Manager","Banking and Financial Services"
1.95,"Blank",1115,2,2,2701,7,"3","Visa","Manager","Fitness and Recreation"
95.4,"Blank",2911,13,7,2578,32,"16","Mastercard","Experienced","Marketing, Advertising and PR"
2.95,"Blank",1872,1,3,1364,2,"3","Visa","Student","Customer Service"
43.7,"Blank",1910,2,1,6353,1,"3","Visa","Manager","Management"
1.95,"Blank",2178,2,2,1991,5,"3","Visa","Experienced","Government"
2.95,"Blank",3074,2,8,1375,1,"16","Visa","Experienced","Engineering"
1.95,"Blank",2849,1,9,2149,4,"5","Visa","Manager","Administrative Support"
216.45,"Blank",2560,2,6,3736,2,"3","Visa","Entry Level","Psychology"
1.95,"Blank",2110,1,1,2775,6,"3","Visa","Experienced","Healthcare"
81.55,"Blank",2055,3,1,1911,3,"3","Visa","Experienced","Transportation and Distribution"
2.95,"Blank",2347,1,1,1587,2,"3","Visa","Experienced","Education and Training"
1.95,"Blank",1245,1,1,1938,1,"3","(null)","Experienced","Customer Service"
177.7,"F",2212,2,8,1417,14,"3","Visa","Experienced","Healthcare"
178.7,"Blank",2308,1,4,5398,10,"16","Mastercard","Experienced","Nursing"
2.95,"F",3193,3,5,2760,2,"3","Visa","Entry Level","Nursing"
2.95,"Blank",2536,3,1,182,6,"10","Visa","Executive","Law Enforcement and Security"
5.9,"Blank",2172,1,4,1868,3,"3","Visa","Student","Management"
37.9,"Blank",1056,1,2,2044,2,"3","Visa","Experienced","Healthcare"
1.95,"Blank",1622,2,1,3177,6,"3","Visa","Manager","Construction"
494.25,"Blank",3079,2,2,1971,3,"3","American Express","Executive","Banking and Financial Services"
2.95,"Blank",2058,1,6,541,5,"5","Mastercard","Experienced","Healthcare"
95.4,"M",2183,25,416,1795,193,"3","Visa","Manager","Community and Public Service"
2.95,"Blank",2387,1,2,3914,3,"14","Visa","Experienced","Administrative Support"
2.95,"Blank",2193,1,6,3415,1,"3","Discover","Experienced","Healthcare"
1.95,"Blank",1486,1,1,1808,1,"3","Visa","Experienced","Administrative Support"
34.95,"Blank",1616,1,3,3791,2,"3","Mastercard","Experienced","Manufacturing and Production"
107.8,"Blank",708,1,2,3653,4,"3","Visa","Entry Level","Business"
150.55,"Blank",2928,6,9,3929,3,"3","Mastercard","Entry Level","Education and Training"
108.8,"Blank",2539,1,17,2197,3,"3","Visa","Experienced","Customer Service"
81.55,"Blank",1775,1,2,2959,1,"3","Visa","Student","Healthcare"
143.75,"Blank",3195,1,4,3957,1,"16","Visa","Experienced","Retail"
139.8,"Blank",1276,2,5,1109,16,"3","Mastercard","Entry Level","Law Enforcement and Security"
1.95,"Blank",2139,14,2,2032,1,"3","(null)","Experienced","Accounting and Finance"
1.95,"Blank",1160,1,2,1688,3,"17","Visa","Entry Level","Food and Beverage"
69.9,"Blank",2467,4,3,4324,2,"3","Mastercard","Manager","Sales"
699,"Blank",3022,12,16,2128,18,"3","Mastercard","Experienced","Healthcare"
1.95,"Blank",721,1,2,1968,1,"3","Visa","Experienced","Customer Service"
2.95,"Blank",2177,4,3,1839,3,"3","Visa","Experienced","Sales"
3.95,"Blank",2851,4,11,1368,2,"9","American Express","Experienced","Art, Fashion and Design"
244.65,"Blank",2286,2,7,2082,31,"3","Mastercard","Experienced","Engineering"
3.9,"Blank",1990,1,5,2233,9,"3","Visa","Experienced","Administrative Support"
1.95,"Blank",2184,1,1,2274,6,"3","Visa","Experienced","Healthcare"
1.95,"Blank",1425,2,1,2853,2,"3","Visa","Entry Level","Retail"
4.95,"Blank",2165,1,5,622,2,"3","Visa","Executive","Administrative Support"
145.7,"Blank",1598,1,6,1874,11,"3","Visa","Student","Sales"
1.95,"Blank",1750,7,5,1933,5,"3","Visa","Entry Level","Healthcare"
178.7,"Blank",119033,21,2,1245,18,"5","Visa","Manager","Administrative Support"
81.55,"Blank",4261,1,2,5617,5,"3","American Express","Entry Level","Healthcare"
2.95,"Blank",817,1,1,6813,1,"16","Visa","Executive","Healthcare"
1.95,"Blank",2370,1,3,913,1,"3","Visa","Manager","Accounting and Finance"
251.7,"M",4727,7,6,3490,11,"3","Visa","Executive","Management"
2.95,"Blank",1168,2,2,1281,1,"3","Visa","Entry Level","Pharmacy"
41.25,"Blank",2198,3,5,2080,35,"3","Visa","Experienced","Accounting and Finance"
34.95,"Blank",2186,1,2,6146,1,"3","Mastercard","Experienced","Food and Beverage"
38.9,"Blank",2652,44,83,5755,77,"3","Mastercard","Entry Level","Engineering"
148.1,"Blank",2345,3,3,3670,1,"3","Mastercard","Manager","Personal Services"
9.95,"F",1509,3,6,2144,14,"3","Visa","Experienced","Construction"
1.95,"Blank",1602,1,5,2592,8,"3","Mastercard","Manager","Human Resources"
161.15,"F",1323,2,1,1616,1,"3","Visa","Experienced","Healthcare"
1.95,"Blank",2195,3,10,512,2,"3","Mastercard","Experienced","Healthcare"
94.55,"Blank",2180,2,13,2597,7,"3","Mastercard","Experienced","Telecommunications and Wireless"
41.75,"Blank",2767,2,4,2318,5,"3","Mastercard","Experienced","Sales"
320.35,"Blank",1536,1,1,2727,2,"3","Visa","Experienced","Education and Training"
5.9,"Blank",2412,1,2,5919,3,"3","Visa","Experienced","Skilled Trades"
37.9,"Blank",1193,1,3,1439,2,"3","Visa","Student","Healthcare"
1.95,"Blank",453,1,2,1293,3,"3","Mastercard","Experienced","Healthcare"
1.95,"Blank",2174,1,2,858,2,"3","Visa","Entry Level","Skilled Trades"
2.95,"Blank",2732,1,2,3372,6,"16","Visa","Experienced","Childcare"
2.95,"Blank",2194,4,4,609,5,"3","Mastercard","Manager","Sales"
34.95,"F",2453,4,19,2586,29,"10","Visa","Experienced","Education and Training"
567.1,"Blank",2828,39,54,2224,213,"3","Visa","Experienced","Customer Service"
2.95,"Blank",1973,2,3,1678,1,"3","Visa","Experienced","Transportation and Distribution"
1.95,"Blank",3046,2,2,1857,4,"3","Visa","Experienced","Healthcare"
51.8,"Blank",2171,1,2,3182,4,"3","Mastercard","Experienced","Healthcare"
381.6,"Blank",2352,7,13,4390,42,"3","Visa","Experienced","Education and Training"
104.85,"Blank",1537,1,3,1342,5,"3","Visa","Experienced","Healthcare"
1.95,"Blank",1367,1,2,1233,4,"3","Visa","Experienced","Administrative Support"
4.9,"Blank",2780,3,4,3686,13,"5","Mastercard","Manager","Manufacturing and Production"
1.95,"Blank",1475,1,4,1235,1,"3","(null)","Experienced","Food and Beverage"
74.55,"Blank",2971,3,12,2160,3,"7","Visa","Entry Level","Veterinary"
2.95,"Blank",1962,2,1,2874,4,"16","Visa","Experienced","Personal Services"
2.95,"M",1736,2,6,1937,5,"3","Mastercard","Experienced","Law Enforcement and Security"
352.45,"Blank",2163,8,21,2971,15,"3","Mastercard","Experienced","Administrative Support"
41.75,"Blank",1432,3,2,3208,3,"6","Visa","Experienced","Healthcare"
213.65,"Blank",3048,12,12,1598,3,"3","Visa","Experienced","Customer Service"
5.9,"F",2446,5,7,1912,1,"3","Visa","Experienced","Healthcare"
2.95,"Blank",2360,1,3,5563,1,"15","Mastercard","Student","Food and Beverage"
286.2,"M",2041,1,15,1484,8,"3","Visa","Manager","Manufacturing and Production"
40.8,"Blank",0,1,5,1671,1,"16","Visa","Student","Retail"
177.7,"Blank",2199,8,24,3927,18,"3","Visa","Manager","Customer Service"
209.7,"Blank",1773,3,3,3074,1,"3","Visa","Experienced","Healthcare"
1.95,"Blank",1146,1,2,515,1,"3","Visa","Student","Retail"
99.35,"Blank",1277,1,3,2203,24,"3","Visa","Experienced","Customer Service"
74.85,"F",2201,14,6,1983,2,"3","Visa","Manager","Food and Beverage"
2.95,"Blank",2517,14,6,1635,3,"3","Mastercard","Manager","Retail"
3.95,"Blank",2427,1,6,1089,3,"7","Visa","Experienced","Customer Service"
245.65,"Blank",1878,2,3,1451,3,"3","Visa","Experienced","Food and Beverage"
1.95,"Blank",1311,1,3,760,2,"3","Visa","Student","Healthcare"
178.45,"F",2849,3,7,2223,15,"3","Mastercard","Experienced","Manufacturing and Production"
176.7,"Blank",2207,105,27,772,4,"3","(null)","Experienced","Nursing"
38.75,"Blank",3079,4,11,1433,2,"16","Visa","Experienced","Construction"
240.75,"Blank",2170,2,13,2132,3,"3","Visa","Experienced","Real Estate"
72.85,"Blank",1579,1,4,1503,8,"3","Visa","Entry Level","Administrative Support"
200.95,"Blank",1386,1,6,4292,3,"3","Visa","Experienced","Banking and Financial Services"
3.95,"Blank",953,1,4,4179,2,"21","Visa","Experienced","Sales"
108.8,"M",3340,6,23,11429,30,"3","Visa","Experienced","Computers and Technology"
41.75,"Blank",2176,1,3,619,7,"3","Mastercard","Entry Level","Administrative Support"
3.95,"Blank",2415,2,12,1214,28,"4","Visa","Experienced","Nursing"
37.9,"Blank",1350,1,5,4243,4,"8","Visa","Experienced","Accounting and Finance"
494.25,"Blank",1589,4,8,2413,7,"3","Mastercard","Entry Level","Administrative Support"
41.75,"Blank",2365,2,1,3526,2,"3","Visa","Experienced","Business"
2.95,"Blank",1609,1,3,1136,1,"3","Mastercard","Experienced","Nursing"
2.95,"Blank",2478,4,3,583,4,"3","Mastercard","Experienced","Retail"
37.9,"F",2446,6,6,4031,2,"3","Visa","Manager","Human Resources"
121.35,"Blank",1973,1,1,3292,1,"3","Visa","Entry Level","Nursing"
2.95,"Blank",3258,1,2,1092,2,"9","Discover","Experienced","Construction"
1.95,"Blank",1835,1,5,961,3,"16","Visa","Experienced","Telecommunications and Wireless"
95.4,"M",2183,25,416,1795,193,"3","Visa","Entry Level","Food and Beverage"
1.95,"Blank",1876,1,1,3192,1,"3","Visa","Experienced","Customer Service"
846.7,"M",1527,5,15,1971,5,"7","Visa","Student","Legal"
3.95,"Blank",1414,1,7,1932,2,"3","Visa","Experienced","Administrative Support"
1.95,"Blank",2331,4,3,1699,2,"3","Visa","Entry Level","Customer Service"
2.95,"Blank",2339,2,2,2201,2,"3","Visa","Experienced","Pharmacy"
0,"Blank",2837,1,1,1647,3,"16","Visa","Experienced","Personal Services"
107.8,"Blank",2369,2,4,2468,6,"3","Mastercard","Entry Level","Military"
100.35,"Blank",3112,13,17,5451,2,"3","Visa","Experienced","Accounting and Finance"
209.7,"Blank",907,1,1,2195,1,"3","Visa","Experienced","Nursing"
74.85,"F",1239,1,8,1753,3,"6","Visa","Experienced","Customer Service"
34.95,"Blank",2183,1,8,2292,5,"16","Visa","Experienced","Healthcare"
1.95,"Blank",2186,2,2,2081,1,"3","Visa","Experienced","Manufacturing and Production"
2.95,"Blank",2181,3,2,1046,6,"3","Visa","Entry Level","Law Enforcement and Security"
2.95,"Blank",2626,1,1,7663,1,"16","American Express","Experienced","Sales"
0.95,"Blank",3427,3,4,4914,4,"3","Mastercard","Manager","Management"
37.9,"Blank",2363,1,1,2002,5,"20","Visa","Experienced","Manufacturing and Production"
200.7,"Blank",1406,1,6,2258,13,"3","Visa","Experienced","Science"
12.05,"Blank",2184,1,2,1916,3,"3","Visa","Student","Manufacturing and Production"
2.95,"Blank",1543,2,4,675,2,"3","Visa","Student","Retail"
40.85,"Blank",2126,1,3,4345,3,"7","Visa","Manager","Education and Training"
1.95,"Blank",1799,1,3,1368,2,"3","Visa","Student","Childcare"
3.95,"F",2201,4,4,3795,4,"3","Visa","Manager","Customer Service"
1.95,"Blank",1647,3,2,2671,2,"3","Mastercard","Experienced","Retail"
2.95,"Blank",1524,1,2,3386,4,"3","Visa","Experienced","Marketing, Advertising and PR"
1.95,"F",3521,1,2,7774,1,"3","Mastercard","Manager","Accounting and Finance"
4.95,"Blank",2083,1,17,1343,4,"3","Visa","Experienced","Construction"
289.35,"Blank",2429,1,8,686,9,"4","American Express","Manager","Sales"
317.5,"Blank",2047,1,8,1389,1,"3","Visa","Experienced","Nursing"
36.9,"Blank",2486,5,10,2900,18,"3","Mastercard","Experienced","Sales"
38.9,"Blank",2685,2,3,1535,1,"3","Visa","Experienced","Administrative Support"
2.95,"Blank",1624,1,4,3153,1,"3","Mastercard","Experienced","Nursing"
168.25,"F",3604,11,11,3027,19,"3","Mastercard","Student","Community and Public Service"
107.8,"Blank",1065,2,5,2958,21,"3","Visa","Manager","Food and Beverage"
285.5,"Blank",1766,15,26,2473,36,"3","Mastercard","Student","Marketing, Advertising and PR"
1.95,"Blank",2173,2,1,1694,1,"3","Visa","Experienced","Sales"
1.95,"Blank",1558,2,1,1343,1,"3","Visa","Experienced","Construction"
314.55,"M",5626,12,2,1960,3,"9","Visa","Student","Skilled Trades"
41.75,"Blank",622,1,1,1892,1,"3","Visa","Experienced","Healthcare"
1.95,"Blank",2196,2,1,2479,1,"3","Visa","Experienced","Government"
69.9,"Blank",2135,4,8,1155,1,"13","Visa","Entry Level","Nursing"
3.95,"Blank",2751,1,7,1292,1,"3","Visa","Experienced","Construction"
4.9,"Blank",2615,3,9,1053,1,"3","Visa","Entry Level","Retail"
40.85,"F",2189,1,4,4138,4,"3","Visa","Manager","Manufacturing and Production"
41.75,"Blank",2189,1,5,1615,3,"3","Visa","Experienced","Manufacturing and Production"
1.95,"Blank",2210,1,5,1593,1,"3","Visa","Experienced","Nursing"
13.9,"Blank",1313,2,2,1630,14,"20","Visa","Experienced","Administrative Support"
38.75,"Blank",1605,6,9,2998,13,"3","Visa","Manager","Human Resources"
2.95,"Blank",3030,18,40,1930,22,"3","Visa","Executive","Food and Beverage"
1.95,"Blank",1631,2,2,941,1,"3","Visa","Student","Customer Service"
75.8,"Blank",3297,4,10,1519,9,"13","Visa","Executive","Business"
1.95,"Blank",1871,1,2,1562,1,"3","Visa","Experienced","Customer Service"
2.95,"Blank",2022,1,6,2007,2,"3","Visa","Experienced","Healthcare"
161.15,"Blank",3078,2,9,1315,2,"3","Mastercard","Entry Level","Marketing, Advertising and PR"
1.95,"Blank",1299,2,2,2173,1,"19","Visa","Experienced","Construction"
5.9,"Blank",1614,2,3,676,2,"3","Visa","Experienced","Healthcare"
1.95,"Blank",2184,1,2,2277,4,"3","Visa","Experienced","Customer Service"
1.95,"Blank",2204,1,3,1777,1,"3","Visa","Experienced","Customer Service"
74.55,"Blank",2932,1,4,2855,9,"16","Visa","Experienced","Human Resources"
